ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,IPA
635,11,Ritari polvistui neidon eteen ja pyysi tämän isältä lupaa viedä neito Roomaan,Ritari	polvistu-i	neido-n	eteen	ja	pyys-i	tämä-n	isä-ltä	lupa-a	viedä	neito	Room-aan,knight	kneel-PST.3SG	maiden-GEN	in_front	and	ask-PST.3SG	this_one-GEN	father-ABL	permission-PRT	take.INF1	maiden	Rome-ILL,The knight knelt before the maiden and asked her father for permission to take her to Rome.,,,,hakulinen_iso_2004[ § 720],
636,11,kuka,,,who,,,,,ˈku.kaˑ
637,11,kukka,,,flower,,,,,ˈkuk.ka
638,11,tuli,,,fire,,,,,ˈtu.liˑ
639,11,tuuli,,,wind,,,,,ˈtuː.li
640,11,kiven,kiven,stone.GEN.SG,,,,,,ˈki.ven
641,11,kiveen,kiveen,stone.ILL.SG,,,,,,ˈki.veːn
642,11,juokseva,,,running,,,,,ˈjuok.se.va
643,11,puhtaaksi,puhtaaksi,clean.TRA.SG,,,,,,ˈpuh.taːk.si
644,11,kana,,,hen,,,,,ˈka.naˑ
645,11,käveleminen,,,walking,,,,,ˈkæ.ve.le.ˌmi.nen
646,11,kiveen,kiveen,stone.ILL.SG,,,,,,ˈki.veːn
647,11,väsymys,,,tiredness,,,,,ˈvæ.sy.mys
648,11,laulu,,,song,,,,,ˈlau.lu
649,11,työ,,,work,,,,,ˈtyø
650,11,pyytää,pyytää,ask.INF1,,,,,,ˈpyː.tæː
651,11,pöllö,,,owl,,,,,ˈpøl.lø
652,11,väli,,,"space, gap",,,,,ˈvæ.li
653,11,veli,,,brother,,,,,ˈve.li
654,11,frakki,,,white tie,,,,,ˈfrak.ki
655,11,rakki,,,mongrel,,,,,ˈrak.ki
656,11,myrsky,,,storm,,,,,ˈmyrs.ky
657,11,myrsky,,,storm,,,,,ˈmyrs.ky
658,11,kangas,,,fabric,,,,,ˈkaŋ.ŋas
659,11,padan,padan,cauldron.GEN,,,,,,ˈpa.dan
660,11,pidike,,,handgrip,,,,,ˈpi.di.ke
661,11,raha,,,money,,,,,ˈra.haˑ
662,11,pata,,,cauldron,,,,,ˈpa.taˑ
663,11,padan,padan,cauldron.GEN,,,,,,ˈpa.dan
664,11,sukka,,,stocking,,,,,ˈsuk.ka
665,11,sukat,,,stockings,,,,,ˈsu.kat
666,29,ʃizexuuz te pɔnʲi.daxitʃ,ʃize-xuu-z	te	pɔnʲi.da-xitʃ,two-DU-NOM.PL.2SG	reindeer	do(IPFV).PTCP_SIM-3DU.PST,The two of them were reindeer-herders,,,,abondolo_forest_2023[814],
667,29,pɔnʲiŋaxuuz,pɔnʲiŋa-xuu-z,use(IPFV)-SOdu-2SG>NSG,you (sg) use them (du),,,,abondolo_forest_2023[819],
668,29,nɔda seŋiŋa anʲi,nɔda	seŋiŋa	anʲi,s/he.DAT	look(IPFV).3SG	and,He looks at him,,,,abondolo_forest_2023[837],
669,29,tʃike kamer dʲez seŋida,tʃike	kamer	dʲez	seŋi-da,this	deceased	to	look(IPFV)-FUT.3SG,He will look at this dead person,,,,abondolo_forest_2023[837],
670,29,ɛsejʔ tʃi periʔ baziʔubizaʃ,ɛse-jʔ	tʃi	periʔ	baziʔ-ubi-zaʃ,father-NOM.SG.1SG	here	always	tell(IPFV)-HAB-3SG>SG.PST,My father used to tell (us) about him,,,,abondolo_forest_2023[837],
671,29,adu : adur,adu-	:	adur-,sit.down.(PFV)	:	sit.down.repeatedly.(IPFV),,,,,abondolo_forest_2023[828],
672,29,mɔtaʃ,mɔta-ʃ,cut(PFV)-3SG.PST,he had cut,,,,abondolo_forest_2023[823],
673,29,bu ńiš kańiʔ,bu	ńi-š	kańi-ʔ,3SG	NEG.AUX-3SG.PST	go-CN,He did not go,,,,siegl_materials_2013[76],
674,29,mɔtanʲi,mɔta-nʲi,cut(PFV)-SBJV.3SG,"he would cut, let him cut",,,,abondolo_forest_2023[824],
675,29,mɔtaj ɛbuta,mɔta-j	ɛ-bu-ta,cut(PFV)-PTCP.ANT	be-CVB.COND-OBL.SG.3SG,if he had cut,,,,abondolo_forest_2023[824],
676,29,mɔtatʃu,mɔta-tʃu,cut(PFV)-DEB.3SG,he will/should cut,,,,abondolo_forest_2023[823],
677,29,mɔtatauʔ,mɔta-ta-uʔ,cut(PFV)-PROB-3SG.S.CONTR,"probably, he has cut",,,,abondolo_forest_2023[824],
678,29,mɔtasauʔ,mɔta-sa-uʔ,cut(PFV)-Q.3SG.CONT,"probably, he had cut",,,,abondolo_forest_2023[824],
679,29,sɔŋed,sɔŋ-e-d,come_back-M-3SG.M.IMP,Let him come back!,,,,abondolo_forest_2023[822],
680,29,pɔnʲiŋaj,pɔnʲiŋa-j,use(IPFV)-3SG.IMP,Let him use!,,,,abondolo_forest_2023[822],
681,29,iblʲɛjɡuɔn mɛuruuda Ø manʲ,iblʲɛjɡu-ɔn	mɛuruu-da	-Ø	manʲ,small-PROL.SG	get_dark(pfv)-FUT	-3SG.S	say,It gets dark a bit,,,,,
682,29,toiʔ enčiʔ,to-iʔ	enčiʔ,come-PTCP.PFT	person,a person who has arrived,,,,siegl_materials_2013[330],
683,29,pađumiʔ pađur,pađu-miʔ	pađur,write-PTCP.PFT	letter,a written letter,,,,siegl_materials_2013[330],
684,29,tezaʔ tɔɔjnʲiʔ sɛxɛri meɔn kanʲenʲieʔ,tezaʔ	tɔɔj-nʲiʔ	sɛxɛri	me-ɔn	kanʲe-nʲi-eʔ,now	reach(PFV).PTCP.ANT-OBL.SG.1DU	road	in-PROL	leave(PFV)-SUBJ-1PL,Now let’s go along the road we came by,,,,abondolo_forest_2023[844],
685,29,kɔruzonʲiʔ taʔ,kɔru-zo-nʲiʔ	ta-ʔ,knife-PRED.SG-OBL.SG.1SG	give(PFV)-2SG.IMP,Give me a knife,,,,abondolo_forest_2023[801],
686,29,bunkixuń polđiŋaxiʔ,bunki-xuń	polđi-ŋa-xiʔ,dog-PX.DU.1SG	black-FREQ-3DU,My two dogs are black,,,,siegl_materials_2013[179],
687,29,irud,ir	-d,under(dir)	-OBL.SG.2SG,under you,,,,,
688,29,miʔ : min : miz,mi-ʔ	:	mi-n	:	mi-z,in-DAT	:	in-LOC	:	in-ABL,into : in : out of,,,,abondolo_forest_2023[835],
689,29,nexuʔ nʲejʔ,nexuʔ	nʲe-jʔ,three	child-NOM.SG.1SG,my three children,,,,abondolo_forest_2023[814],
690,29,mɛtʃuz,mɛ-tʃuz,house-CAR,without a house,,,,abondolo_forest_2023[805],
691,29,puon,pu-on,stone-PROL.SG,along the stone,,,,abondolo_forest_2023[802],
692,29,buused kereta batʲinkiza sɛrutabi,buuse-d	kere-ta	batʲinki-za	sɛruta-bi,old_man-DAT.SG	self-OBL.SG.3SG	boot-NOM.PL.3SG	tie(PFV)-PRF.3SG,He put his own boots on the old man’s feet,,,,abondolo_forest_2023[838],
693,29,mɛkon,mɛ-kon,house-LOC.SG,in the house,,,,abondolo_forest_2023[802],
694,29,baduz,badu-z,tundra-ABL,from the tundra,,,,abondolo_forest_2023[807],
695,29,ɔsaaʃ,ɔsa-aʃ,meat.NOM.SG-TRANSL,as meat,,,,abondolo_forest_2023[805],
696,29,entʃeuʔuʃ,entʃeuʔ-uʃ,person.NOM.PL-TRANSL,as people,,,,abondolo_forest_2023[805],
697,29,padarkazoza tɔne?,padarka-zo-za	tɔne?,gift-DEST.SG-NOM.SG.3SG	there_is(ipfv).3SG.S,Is there a gift for him?,,,,abondolo_forest_2023[804],
698,29,ɛɛda ubaj koa,ɛɛ-da	ubaj	koa,mother-OBL.SG.3SG	thimble	find(pfv).3SG.S,She found her mother’s thimble,,,,ovsjannikova_oblique_2020[59],
699,29,ɛɛza anʲ kɔdseda tɔniebi,ɛɛ-za	anʲ	kɔdse-da	tɔnie-bi,mother-NOM.SG.3SG	and	place_for_sleeping-NOM.SG.3SG	there_is(ipfv)-PRF.3SG.S,"And her mother had bed-curtains, after all",,,,ovsjannikova_oblique_2020[59],
700,29,no ter keza bɔa ɛzʔ nʲiuʔ,no	te-r	ke-za	bɔa	ɛ-zʔ	nʲi-uʔ,well	reindeer-NOM.SG.2SG	side-NOM.SG.3SG	bad	be(ipfv)-FUT.CONN	NEG-3SG.S.CONT,"But your reindeer’s body (lit. ‘side’) will be bad, after all",,,,ovsjannikova_oblique_2020[58],
701,29,mɛl,mɛ-l,house-NOM.SG.2SG,your house,,,,abondolo_forest_2023[804],
702,29,mɛzuz,mɛzu-z,house-NOM.PL.2SG,your houses (PL),,,,abondolo_forest_2023[804],
703,29,mɛkuuz,mɛ-kuu-z,house-DU-NOM.PL.2SG,your houses (DU),,,,abondolo_forest_2023[804],
704,29,baʔad nʲe periʔ kɔltagooza,baʔa-d	nʲe	periʔ	kɔlta-goo-za,bed-OBL.SG.2SG	cover	always	wash-dur-3SG.O:SG,"(About a daughter in law: she can sew, her house is in order, she cooks,...) she always washes the bed sheets",,,,khanina__2017,
705,29,bizuza dʲepi Ø,bizu-za	dʲepi-Ø,water-NOM.SG.3SG	be_hot(ipfv)-3SG.S,The water is hot,,,,,
706,29,ʃee,,,who,,,,abondolo_forest_2023[810],
707,29,ɔbu,,,what,,,,abondolo_forest_2023[810],
708,29,"nɛkujur madʲauʔ, tɛxɛ toxon dʲiri","nɛku-ju-r	ma-dʲa-uʔ,	tɛxɛ	to-xon	dʲiri",this-LIM-NOM.SG.2SG	say(PFV)-Q-3SG.CONT	this	lake-LOC.SG	live(IPFV).3SG,"That one, probably, said that he lives at this lake",,,,abondolo_forest_2023[844],
709,29,čizɛjču,,,"uncle, younger brother of a parent",,,,shluinsky_forest_2025[18],
710,29,dʼisi,,,"grandfather, elder brother of a parent",,,,shluinsky_forest_2025[18],
711,29,abaa,,,"older sister, younger sister of a parent",,,,shluinsky_forest_2025[48],
712,19,"пӓшӓм пӹтӓрӹмӹкет, кӓнӓлтӹ","pæʃæ-m	pə̈tærə̈-mə̈k-et,	kænæltə̈",work-ACC	finish-CVB.PRI-POSS.2SG	relax,"After you finish your work, relax",,,,,"pæʃæm pə̈tærə̈mə̈ket, kænæltə̈"
713,19,Салтак йӓрӹшкӹ кол кычаш ашкедӹм,sɑltɑk	jær-ə̈ʃkə̈	kol	kət͡ʃ-ɑʃ	ɑʃked-ə̈m,Saltak	lake-ILL	fish.NOM	catch-INF	go-PST1.1SG,I walked to Lake Saltak to go fishing,,,,krasnova_reading_2017[292],sɑltɑk jærə̈ʃkə̈ kol kət͡ʃɑʃ ɑʃkedə̈m
714,19,мӧскӓ имни шайылан шагалеш дӓ вычаш тӹнгӓлеш,møskæ	imɲi	ʃɑjəlɑn	ʃɑgɑl-eʃ	dæ	βət͡ʃ-ɑʃ	tə̈ŋgæl-eʃ,bear	horse	behind	stand-PRS.3SG	and	wait-INF	begin-PRS.3SG,the bear goes and stands behind the horse and starts to wait,,,,,møskæ imɲi ʃɑjəlɑn ʃɑgɑleʃ dæ βət͡ʃɑʃ tə̈ŋgæleʃ
715,19,пашкудем мырывлӓм пиш яжон мыра ыльы,pɑʃkud-em	mərə-βlæ-m	piʃ	jɑʒo-n	mər-ɑ	əʎə,neighbor-POSS.1SG	song-PL-ACC	very	good-adv	sing-PRS.3SG	be.PST1.3SG,My neighbor used to sing songs very well,,,,,pɑʃkudem mərəβlæm piʃ jɑʒon mərɑ əʎə
716,19,ик семняштӹ вӓшвӓш палшен ӹлӓш келеш,ik	semɲæ-ʃtə̈	βæʃ-βæʃ	pɑlʃ-en	ə̈l-æʃ	kel-eʃ,one	family-INE	one_another	help-CVB	live-INF	be_necessary,Members of a family should help each other,,,,,ik semɲæʃtə̈ βæʃβæʃ pɑlʃen ə̈læʃ keleʃ
717,19,Колаш → колышташ,,,to hear → to listen,,,,,kolɑʃ → koləʃtɑʃ
718,19,озавате шӱрлан шылым пӱчкын опта,ozɑvɑte	ʃyr-lɑn	ʃəl-əm	pyt͡ɕk-ən	optɑ,housewife	soup-DAT	meat-ACC	cut-CVB	place-3SG,The housewife is chopping up meat for the soup,,,,,ozɑvɑte ʃyrlɑn ʃələm pyt͡ɕkən optɑ
719,19,ик семняштӹ вӓшвӓш палшен ӹлӓш келеш,ik	semɲæ-ʃtə̈	βæʃ-βæʃ	pɑlʃ-en	ə̈l-æʃ	kel-eʃ,one	family-INE	one_another	help-CVB	live-INF	be_necessary,Members of a family should help each other,,,,,ik semɲæʃtə̈ βæʃβæʃ pɑlʃen ə̈læʃ keleʃ
720,19,"Сиргек шӹнгӓвлӓм, шукшвлӓм, йӹлӹм, ӓнгӹремшӹм качкын ӹлӓ","sirgek	ʃə̈ngæ-βlæ-m,	ʃukʃ-βlæ-m,	jə̈l-ə̈m,	ængə̈remʃə̈-m	kat͡ʃk-ən	ə̈l-æ",wheatear	insect-PL-ACC	worm-PL-ACC	earthworm-ACC	spider-ACC	eat-CVB	live-PRS.3SG,"The wheatear eats insects, worms, earthworms and spiders",,,,,"sirgek ʃə̈ngæ-βlæ-m, ʃukʃ-βlæ-m, jə̈l-ə̈m, ængə̈remʃə̈-m kat͡ʃk-ən ə̈l-æ"
721,19,иргодым футболла мадат?,irgodəm	futbol-lɑ	mɑd-ɑt?,tomorrow	football-COMP	play-PRS.2SG,Will you play football tomorrow?,,,,,irgodəm futbollɑ mɑdɑt?
722,19,"кӓнӹмӹкӹ, тӹдӹ мӹлӓнем палшыш","kænə̈-mə̈kə̈,	tə̈də̈	mə̈lænem	pɑlʃə-ʃ",rest-CVB.PRI	3SG	1SG.DAT	help-PST1.3SG,"after s/he had rested, s/he helped me",,,,,"kænə̈mə̈kə̈, tə̈də̈ mə̈lænem pɑlʃəʃ"
723,19,"мӹнь амалаш вазынам ыльы, но телефон юк кӹньӹлтӹш","mə̈ɲ	ɑmɑl-ɑʃ	βɑz-ən-ɑm	əʎə,	no	telefon	juk	kə̈ɲə̈ltə̈-ʃ","1SG	sleep-INF	lie_down-PST2-1SG	be.PST1.3SG,	but	telephne	nose	wake-PST1.3SG","I went to bed, but was woken by a telephone call",,,,,"mə̈ɲ ɑmɑlɑʃ βɑzənɑm əʎə, no telefon juk kə̈ɲə̈ltə̈ʃ"
724,19,ам кач,ɑm	kɑt͡ʃ,NEG-PRS.1SG	eat.CNG,I don’t eat,,,,,ɑm kɑt͡ʃ
725,19,шӹм кач,ʃ-ə̈m	kɑt͡ʃ,NEG.PST1-1SG	eat.CNG,I didn’t eat,,,,,ʃə̈m kɑt͡ʃ
726,19,шагалнем,ʃɑgɑl-ne-m,stand_up-DES-1SG,I want to stand up,,,,,ʃɑgɑlnem
727,19,тетявлӓлӓн веремӓштӹ амалаш вацмыла,tecæ-βlæ-læn	βeremæ-ʃtə̈	ɑmɑl-ɑʃ	βɑt͡s-məlɑ,child-PL-DAT	time-INE	sleep-INF	lie_down-INF.NEC,children should go to bed on time,,,,,tecæβlælæn βeremæʃtə̈ ɑmɑlɑʃ βɑt͡sməlɑ
728,19,мӓ ти пӓшӓм пӹтӓрӹшӓшлык ылына,mæ	ti	pæʃæ-m	pə̈tærə̈-ʃæʃlək	əl-ənɑ,1PL	this	work-ACC	complete-PTCP.FUT	be-PRS.1PL,we have to finish this work,,,,,mæ ti pæʃæm pə̈tærə̈ʃæʃlək ələnɑ
729,19,кечӹштӹ шокшы лишӓшлык,kəm	ket͡ʃə̈-ʃtə̈	ʃokʃə	li-ʃæʃlək,three	day-INE	hot	be-PTCP.FUT,in three days it should be warm,,,,,kəm ket͡ʃə̈ʃtə̈ ʃokʃə liʃæʃlək
730,19,яратыжы,jaratə-ʒə,love-IMP.3SG,s/he should love,,,,,jaratəʒə
731,19,газетӹм выжалат,gɑzet-ə̈m	vəʒɑl-ɑt,newspaper-ACC	sell-3PL,newspapers are being sold,,,,,gɑzetə̈m vəʒɑlɑt
732,19,"эдемлäн маняр пурым ӹштет, тӹнäр худа лиäт","edem-læn	mɑɲɑr	purə-m	ə̈ʃt-et,	tə̈nær	xudɑ	li-æt",other-DAT	how_much	good-ACC	do-2SG	that_much	bad	be(come)-2SG,"the more good you do for others, the worse you will be",,,,,"edemlæn mɑɲɑr purəm ə̈ʃtet, tə̈nær xudɑ liæt"
733,19,Ти пӓшӓм тагачы пӹтӓрӓш!,ti	pæʃæ-m	tagat͡ʃə	pə̈tær-æʃ,this	work-ACC	today	finish-INF,This work should be finished today,,,,krasnova_reading_2017[151],ti pæʃæ-m tagat͡ʃə pə̈tær-æʃ
734,19,тӹнь ӧлицӓшкӹ мадаш кенет?,tə̈ɲ	ølit͡sæ-ʃkə̈	mɑd-ɑʃ	ke-ne-t?,2SG	street-ILL	play-INF	go-DES-2SG,Do you want to go to play outside?,,,,,tə̈ɲ ølit͡sæʃkə̈ mɑdɑʃ kenet?
735,19,Мӹнь тӓ докыда палшаш толынам,mə̈ɲ	tæ	dokə-da	palʃ-aʃ	tol-ən-am,1SG	2PL	to-2PL	help-INF	come-PST2-1SG,I came to help you,,,,krasnova_reading_2017[150],mə̈ɲ tæ dokəda palʃaʃ tolənam
736,19,тагачы кӹлмӹктä,tɑgɑt͡ʃə	kə̈lmə̈-kt-æ,today	freeze-CAUS-3SG,it will freeze today,,,,,tɑgɑt͡ʃə kə̈lmə̈ktæ
737,19,тӹдӹ яжо эдем ылын,tə̈də̈	jɑʒo	edem	əl-ən,3SG	good	person	be-PST2.3SG,s/he was a good person,,,,,tə̈də̈ jɑʒo edem ələn
738,19,сӹнзӓлыкем вес сумкашты,sə̈nzælək-em	ves	sumkɑ-ʃə,glasses-POSS.1SG	other	bag-INE,my glasses were in the other bag,,,,,sə̈nzæləkem ves sumkɑʃə
739,19,савалам дӓ кӹзӹм стӧл вӹкӹ пиштӹ,sɑβɑlɑ-m	dæ	kə̈zə̈-m	støl	βə̈kə̈	piʃtə̈,spoon-ACC	and	knife-ACC	table	onto	put.IMP.2SG,put a spoon and a knife onto the table,,,,,sɑβɑlɑm dæ kə̈zə̈m støl βə̈kə̈ piʃtə̈
740,19,мӧскӓ имни шайылан шагалеш дӓ вычаш тӹнгӓлеш,møskæ	imɲi	ʃɑjəlɑn	ʃɑgɑl-eʃ	dæ	βət͡ʃ-ɑʃ	tə̈ŋgæl-eʃ,bear	horse	behind	stand-PRS.3SG	and	wait-INF	begin-PRS.3SG,the bear goes and stands behind the horse and starts to wait,,,,,møskæ imɲi ʃɑjəlɑn ʃɑgɑleʃ dæ βət͡ʃɑʃ tə̈ŋgæleʃ
741,19,тӹдӹ йӱкшӹ агыл,tə̈də̈	jykʃə̈	ɑg-əl,3SG	drunk	NEG.3SG-be,s/he is not drunk,,,,,tə̈də̈ jykʃə̈ ɑgəl
742,19,йымы уке,йымы	уке,god	NEG.EX,there is no god,,,,,jəmə uke
743,19,качкам,kɑt͡ʃk-ɑm,eat-1SG,I eat,,,,,kɑt͡ʃkɑm
744,19,ам кач,ɑ-m	kɑt͡ʃk,NEG-1SG	eat.CNG,I don’t eat,,,,,ɑm kɑt͡ʃk
745,19,качмы : качдымы,kɑt͡ɕ-mə	:	kɑt͡ɕ-təmə,eat-PTCP.PASS	:	eat-PTCP.NEG,eaten : uneaten,,,,,kɑt͡ɕmə : kɑt͡ɕtəmə
746,19,яратымаш : яратыдымаш,jɑrɑtə-mɑʃ	:	jɑrɑtə-dəmɑʃ,love-NMLZ	:	love-NMLZ.NEG,love : lack of love,,,,,jɑrɑtəmɑʃ : jɑrɑtədəmɑʃ
747,19,качдымы,kɑt͡ɕ-təmə,eat-PTCP.NEG,uneaten,,,,,kɑt͡ɕtəmə
748,19,налде,nɑl-de,take-CVB.NEG,without taking,,,,,nɑlde
749,19,яратыдымаш,jɑrɑtə-dəmɑʃ,love-NMLZ.NEG,lack of love,,,,,jɑrɑtədəmɑʃ
750,19,качшы,kɑt͡ʃ-ʃə,eat-PTCP.ACT,eating,,,,,kɑt͡ʃʃə
751,19,качмы,kɑt͡ʃ-mə,eat-PTCP.PASS,eaten,,,,,kɑt͡ʃmə
752,19,яратыдымы,jɑrɑtə-də-mə,love-NEG.PTCP,"unloved, unloving",,,,,jɑrɑtədəmə
753,19,яратыдымы,jɑrɑtə-də-mə,love-NEG.PTCP,"unloved, unloving",,,,,jɑrɑtədəmə
754,19,кешӓшлык ӹрвезӹ,ke-ʃæʃlək	ə̈rβezə̈,go-PTCP-FUT	boy,boy that will/should go,,,,,keʃæʃlək ə̈rβezə̈
755,19,качшашлык киндӹ,kɑt͡ʃ-ʃɑʃlək	kində̈,eat-PTCP.FUT	bread,bread that will/should be eaten,,,,,kɑt͡ʃʃɑʃlək kində̈
756,19,шанымем семӹнь,ʃɑnə-m-em	semə̈ɲ,think-PTCP.PASS-POSS.1SG	as,as I thought,,,,,ʃɑnəmem semə̈ɲ
757,19,шошым мӹнь шӹжвӹк мырымым колышташ яратем,ʃoʃəm	mə̈ɲ	ʃə̈ʒβə̈k	mərə-mə-m	koləʃt-ɑʃ	jɑrɑt-em,in_spring	1SG	nightingale.NOM	sing-PTCP.PASS-ACC	listen-INF	love-PRS.1SG,I like to listen to nightingales in spring,,,,,ʃoʃəm mə̈ɲ ʃə̈ʒβə̈k mərəməm koləʃtɑʃ jɑrɑtem
758,19,тымдышы,təmdə-ʃə,teach-PTCP.ACT,"teaching, teacher",,,,,təmdəʃə
759,19,"Окнам поч, пожалуйста!",okna-m	pot͡ɕ	poʒalujsta,window-ACC	open.IMP.2SG	please,"Open the window, please!",,,,krasnova_reading_2017[138],oknam pot͡ɕ poʒalujsta
760,19,жепӹн вижӹ кого,ʒep-ə̈n	βi-ʒə̈	kogo,time-GEN	power-POSS.3SG	big,time has great power,,,,,ʒepə̈n βiʒə̈ kogo
761,19,гражданский состоянин актвлӓм сирӹмӓш,grɑʒdɑnskij	sostojɑni-n	ɑkt-βlæ-m	sirə̈-mæʃ,citizen	status-GEN	act-PL-ACC	write-NMLZ,maintenance of civil status records,,,,,grɑʒdɑnskij sostojɑnin ɑktβlæm sirə̈mæʃ
762,19,анзылнем,ɑnzəln-em,in_front_of-POSS.1SG,in front of me,,,,,ɑnzəlnem
763,19,анзык,,,(to) in front of,,,,,ɑnzək
764,19,анзылны,,,in front of,,,,,ɑnzəlnə
765,19,анзыц,,,from in front of,,,,,ɑnzət͡s
766,19,тӹньӹнӹм нӓлӓм,tə̈ɲ-ə̈n-ə̈m	næl-æm,2SG-GEN-ACC	take-PRS.1SG,I will take yours,,,,,tə̈ɲə̈nə̈m nælæm
767,19,карандаш,,,pencil,,,,,kɑrɑndɑʃ
768,19,кок карандаш,,,two pencils,,,,,kok kɑrɑndɑʃ
769,19,Эчуклан ӓвӓжӹ олмам пуэн,et͡ʃuk-lɑn	æβæ-ʒə̈	olmɑ-m	pu-en,Echuk-DAT	mother-POSS.3SG	apple-ACC	give-PST2.3SG,Echuk’s mother gave him an apple,,,,,et͡ʃuklɑn æβæʒə̈ olmɑm puen
770,19,олмаде,olmɑ-de,apple-CAR,without an apple,,,,,olmɑde
771,19,Салтак йӓрӹшкӹ кол кычаш ашкедӹм,sɑltɑk	jær-ə̈ʃkə̈	kol	kət͡ʃ-ɑʃ	ɑʃked-ə̈m,Saltak	lake-ILL	fish.NOM	catch-INF	go-PST1.1SG,I walked to Lake Saltak to go fishing,,,,krasnova_reading_2017[291],sɑltɑk jærə̈ʃkə̈ kol kət͡ʃɑʃ ɑʃkedə̈m
772,19,ик семняштӹ вӓшвӓш палшен ӹлӓш келеш,ik	semɲæ-ʃtə̈	βæʃ-βæʃ	pɑlʃ-en	ə̈l-æʃ	kel-eʃ,one	family-INE	one_another	help-CVB	live-INF	be_necessary,Members of a family should help each,,,,krasnova_reading_2017[167],ik semɲæʃtə̈ βæʃβæʃ pɑlʃen ə̈læʃ keleʃ
773,19,изи ӹрвезӹ ӓптӓнлӓ мырен кердеш,izi	ə̈rβezə̈	æptæn-læ	mər-en	kerd-eʃ,small	boy	rooster-COMP	sing-CVB	be_able_to-PRS.3SG,the small boy can sing like a rooster,,,,,izi ə̈rβezə̈ æptænlæ məren kerdeʃ
774,19,сӹнзӓ,,,"eye, eyes",,,,,sə̈nzæ
775,19,пел сӹнзӓ,,,one (lit. half) eye,,,,,pel sə̈nzæ
776,19,"иктӹжӹ нӓлӓлтеш, весӹжӹ кодеш","iktə̈-ʒə̈	næl-ælt-eʃ,	βesə̈-ʒə̈	kod-eʃ",one-POSS.3SG	take-REFL-PRS.3SG	other-POSS.3SG	stay-PRS.3SG,one will be taken and the other left,,,,,"iktə̈ʒə̈ nælælteʃ, βesə̈ʒə̈ kodeʃ"
777,19,кӱ,,,who,,,,,ky
778,19,ма,,,what,,,,,mɑ
779,19,эргемлӓн,erg-em-læn,house-POSS.1SG-DAT,(to) my son,,,,,ergemlæn
780,19,эргӹлӓнем,ergə̈-læn-em,house-DAT-POSS.1SG,(to) my son,,,,,ergə̈lænem
781,19,чӹчӹ,,,mother’s brother,,,,,t͡ʃə̈t͡ʃə̈
782,19,ӹзӓ,,,father’s younger brother,,,,,ə̈zæ
783,19,кугуза,,,father’s older brother,,,,,kuguzɑ
784,19,ӹзӓ,,,father’s younger brother,,,,,ə̈zæ
785,19,кугуза,,,father’s older brother,,,,,kuguzɑ
786,19,ӓкӓ,,,(either) parent’s younger sister,,,,,ækæ
787,19,куака,,,(either) parent’s older sister,,,,,kuɑkɑ
788,19,у мыры тошты мыры,,,new song - old song,,,,,u mə̈rə̈ toʃtə mə̈rə
789,19,сӓмӹрӹк ӹдӹрӓмӓш шонгы ӹдӹрӓмӓш,,,young woman - old woman,,,,,sæmə̈rə̈k ə̈də̈ræmæʃ ʃoŋgə ə̈də̈ræmæʃ
790,19,ӱштӹ,,,cold,,,,,ˈyʃtə̈
791,19,ӱштӹрӓк,,,colder,,,,,yʃtə̈ˈræk
792,19,йӹлмӹ,,,"tongue, language",,,,,ˈjə̈lmə̈
793,19,ӓтямлӓн,,,to my father,,,,,æˈcæmlæn
794,19,хына,,,guest,,,,,xənɑ
795,19,хынана,,,our guest,,,,,xənɑnɑ
796,19,чӹчӹ,,,uncle,,,,,t͡ɕə̈t͡ɕə̈
797,19,чӹчӹнӓ,,,our uncle,,,,,t͡ɕə̈t͡ɕə̈næ
798,19,ваштыл,,,to laugh,,,,,vɑʃtəl
799,19,ваштылшы,,,laughing,,,,,vɑʃtəlʃə
800,19,нӓл,,,to take,,,,,næl
801,19,нӓлшӹ,,,taking,,,,,nælʃə̈
802,19,доно,,,with,,,,,dono
803,19,доны,,,at,,,,,donə
804,19,мӱкш,,,bee,,,,,mykʃ
805,19,пӧрт,,,house,,,,,pørt
806,19,кӓп,,,body,,,,,kæp
807,19,кредӓлӓш,,,to fight,,,,,kredælæʃ
808,19,олмавлӓ,,,apples,,,,,olmɑvlæ
809,19,шӧртньӹ,,,gold,,,,,ˈʃørtɲə̈
810,19,шӧртньӹ,,,gold,,,,,ˈʃørtɲə̈
811,19,ӓтя,,,father,,,,,æcæ
812,19,имне,,,horse,,,,,imɲe
813,19,шоля,,,younger brother,,,,,ʃoʎɑ
814,19,тӓнг,,,"friend, lover",,,,,tæŋ
815,19,цилӓ,,,everything,,,,,t͡silæ
816,19,кечӹ,,,"sun, day",,,,,ket͡ʃə̈
817,19,шӹшер,,,milk,,,,,ʃə̈ʃer
818,19,халык,,,"nation, people",,,,,xɑlək
819,24,hosszú szoknyákat viselnek,hosszú	szoknyá-k-at	visel-nek,long	skirt-PL-ACC	wear-3PL,they are wearing long skirts,,,,rounds_hungarian:_2001[164],
820,24,A kutya megharapta a fiút és elfutott,A	kutya	meg-harap-ta	a	fiú-t	és	el-fut-ott,DEF	dog	PRV-bite-PST.OC	DEF	boy-ACC	and	PRV-run-PST.3SG,The dog bit the boy and run away,,,,,
